No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,10,19,9.24
2,adduced,23,0.00,4,14,8.04
3,certainty,58,0.01,9,28,7.87
4,curious,132,0.02,10,72,6.84
5,detailed,107,0.02,6,48,6.41
6,respecting,185,0.03,10,93,6.35
7,useful,77,0.01,3,45,5.88
8,explain,104,0.02,3,56,5.45
9,stated,256,0.04,7,98,5.37
10,seem,155,0.03,4,84,5.29
11,themselves,196,0.03,5,65,5.27
12,collected,121,0.02,3,48,5.23
13,new,608,0.10,12,142,4.90
14,many,653,0.11,12,207,4.80
15,bear,222,0.04,3,55,4.35
16,connected,244,0.04,3,105,4.22
17,following,825,0.14,10,203,4.20
18,show,348,0.06,4,136,4.12
19,these,3214,0.53,35,273,4.04
20,ascertained,284,0.05,3,95,4.00
21,some,1885,0.31,16,268,3.68
22,might,745,0.12,6,192,3.61
23,society,497,0.08,4,126,3.61
24,view,565,0.09,4,149,3.42
25,well,729,0.12,4,213,3.05
26,such,1239,0.20,6,240,2.87
27,paper,635,0.10,3,145,2.84
28,have,5498,0.91,23,292,2.66
29,he,1037,0.17,4,196,2.54
30,however,876,0.14,3,144,2.37
31,which,10863,1.80,37,296,2.36
32,could,888,0.15,3,214,2.35
33,observed,1499,0.25,5,183,2.33
34,above,1228,0.20,4,217,2.30
35,there,1603,0.27,5,242,2.24
36,most,984,0.16,3,241,2.20
37,my,1458,0.24,4,245,2.05
38,observed,1499,0.25,4,183,2.01
39,been,3395,0.56,9,291,2.00
40,i,8290,1.37,21,295,1.94
41,may,3217,0.53,8,272,1.91
42,or,5356,0.89,13,287,1.88
43,those,1661,0.27,4,252,1.86
44,all,2179,0.36,5,258,1.79
45,into,1781,0.29,4,239,1.76
46,from,8768,1.45,19,303,1.71
47,had,2437,0.40,5,268,1.63
48,other,2632,0.44,5,273,1.52
49,are,5323,0.88,10,286,1.51
50,that,12636,2.09,22,293,1.40
51,first,1740,0.29,3,249,1.38
52,we,3609,0.60,6,212,1.33
53,would,1809,0.30,3,226,1.33
54,they,2418,0.40,4,259,1.32
55,were,3663,0.61,6,275,1.31
56,not,5005,0.83,8,283,1.27
57,experiments,1900,0.31,3,151,1.26
58,than,2228,0.37,3,272,1.03
59,more,2262,0.37,3,275,1.00
60,are,5323,0.88,7,286,0.99
61,one,3125,0.52,4,275,0.95
62,be,11050,1.83,14,298,0.94
63,with,8708,1.44,11,303,0.93
64,any,2443,0.40,3,274,0.89
65,will,3289,0.54,4,256,0.88
66,to,28074,4.64,33,305,0.83
67,their,2595,0.43,3,252,0.81
68,but,4486,0.74,5,300,0.75
69,this,8092,1.34,9,295,0.75
70,two,2824,0.47,3,256,0.68
71,not,5005,0.83,5,283,0.59
72,as,9034,1.49,9,297,0.59
73,the,118289,19.56,117,316,0.58
74,these,3214,0.53,3,273,0.50
75,of,71531,11.83,59,314,0.32
76,by,12454,2.06,10,312,0.28
77,that,12636,2.09,10,293,0.26
78,on,9142,1.51,7,303,0.21
79,have,5498,0.91,4,292,0.14
80,in,28534,4.72,20,311,0.08
81,an,4339,0.72,3,292,0.06
82,and,31499,5.21,20,315,-0.06
83,to,28074,4.64,17,305,-0.13
84,i,8290,1.37,5,295,-0.13
85,for,6845,1.13,4,306,-0.18
86,with,8708,1.44,5,303,-0.20
87,by,12454,2.06,7,312,-0.23
88,or,5356,0.89,3,287,-0.24
89,a,24255,4.01,13,315,-0.30
90,at,7507,1.24,4,300,-0.31
91,be,11050,1.83,5,298,-0.55
92,the,118289,19.56,53,316,-0.56
93,and,31499,5.21,14,315,-0.57
94,of,71531,11.83,29,314,-0.71
95,this,8092,1.34,3,295,-0.84
96,which,10863,1.80,4,296,-0.84
97,from,8768,1.45,3,303,-0.95
98,it,11834,1.96,4,295,-0.97
99,as,9034,1.49,3,297,-0.99
100,a,24255,4.01,8,315,-1.00
101,on,9142,1.51,3,303,-1.01
102,is,13172,2.18,4,305,-1.12
103,it,11834,1.96,3,295,-1.38
104,in,28534,4.72,4,311,-2.24
