No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,28,0.01,6,22,7.65
2,adduced,41,0.01,6,22,7.10
3,recorded,125,0.03,14,40,6.71
4,certainty,68,0.02,6,34,6.37
5,respecting,230,0.06,11,91,5.48
6,foregoing,174,0.05,8,54,5.42
7,accordance,156,0.04,7,71,5.39
8,detailed,112,0.03,5,46,5.38
9,stated,505,0.14,21,123,5.28
10,prove,265,0.07,10,101,5.14
11,foregoing,174,0.05,5,54,4.75
12,curious,181,0.05,5,61,4.69
13,additional,210,0.06,5,99,4.48
14,interesting,296,0.08,7,102,4.47
15,noticed,319,0.09,7,79,4.36
16,ascertained,274,0.07,6,96,4.35
17,distinctly,238,0.06,5,74,4.29
18,mentioned,473,0.13,9,94,4.15
19,known,637,0.17,11,137,4.01
20,connected,703,0.19,12,119,4.00
21,show,551,0.15,9,139,3.93
22,preceding,617,0.17,10,131,3.92
23,us,605,0.16,9,134,3.80
24,induction,424,0.11,6,19,3.72
25,many,1346,0.36,18,184,3.64
26,these,6352,1.70,75,229,3.46
27,referred,446,0.12,5,110,3.39
28,appears,1252,0.34,14,190,3.38
29,important,449,0.12,5,132,3.38
30,few,779,0.21,8,151,3.26
31,paper,1433,0.38,13,165,3.08
32,new,921,0.25,8,153,3.02
33,observed,1525,0.41,12,181,2.88
34,known,637,0.17,5,137,2.87
35,such,2316,0.62,17,205,2.78
36,subject,823,0.22,6,161,2.77
37,appear,937,0.25,6,163,2.58
38,me,1290,0.35,8,206,2.53
39,some,2929,0.78,17,226,2.44
40,am,927,0.25,5,174,2.33
41,general,1330,0.36,7,177,2.30
42,have,8635,2.31,45,235,2.28
43,all,3882,1.04,19,224,2.19
44,certain,1027,0.27,5,169,2.19
45,whole,1682,0.45,8,210,2.15
46,i,11632,3.11,52,245,2.06
47,series,1343,0.36,6,149,2.06
48,my,2104,0.56,9,213,2.00
49,from,13302,3.56,56,245,1.98
50,number,1195,0.32,5,175,1.97
51,now,2200,0.59,9,217,1.93
52,appears,1252,0.34,5,190,1.90
53,been,5084,1.36,20,238,1.88
54,before,1589,0.43,6,204,1.82
55,which,19881,5.32,73,245,1.78
56,are,10776,2.88,39,252,1.76
57,given,1662,0.44,6,210,1.75
58,made,2506,0.67,9,207,1.75
59,following,1403,0.38,5,201,1.74
60,about,2037,0.55,7,198,1.68
61,observations,2058,0.55,7,156,1.67
62,most,1823,0.49,6,202,1.62
63,observed,1525,0.41,5,181,1.61
64,above,1836,0.49,6,203,1.61
65,great,1647,0.44,5,207,1.50
66,state,1983,0.53,6,171,1.50
67,other,5101,1.37,15,235,1.46
68,much,1765,0.47,5,197,1.40
69,some,2929,0.78,8,226,1.35
70,we,5876,1.57,16,216,1.35
71,such,2316,0.62,6,205,1.28
72,with,15074,4.03,39,256,1.27
73,will,4281,1.15,11,226,1.26
74,that,20638,5.52,53,240,1.26
75,but,7644,2.05,18,238,1.14
76,may,5619,1.50,13,234,1.11
77,any,3549,0.95,8,228,1.07
78,to,43843,11.73,89,259,0.92
79,with,15074,4.03,30,256,0.89
80,be,17120,4.58,34,253,0.89
81,this,12625,3.38,25,238,0.89
82,only,3142,0.84,6,218,0.84
83,in,50819,13.60,97,259,0.83
84,those,3204,0.86,6,222,0.81
85,those,3204,0.86,6,222,0.81
86,if,4062,1.09,7,223,0.69
87,upon,2955,0.79,5,200,0.66
88,by,18649,4.99,31,260,0.64
89,there,3027,0.81,5,213,0.63
90,the,195974,52.44,323,260,0.62
91,it,19115,5.12,31,244,0.60
92,are,10776,2.88,17,252,0.56
93,not,8421,2.25,13,238,0.53
94,on,13387,3.58,20,259,0.48
95,as,17040,4.56,25,251,0.45
96,by,18649,4.99,27,260,0.44
97,than,3582,0.96,5,242,0.38
98,were,5062,1.35,7,229,0.37
99,been,5084,1.36,7,238,0.36
100,of,113727,30.43,156,260,0.36
101,but,7644,2.05,10,238,0.29
102,very,4033,1.08,5,234,0.21
103,as,17040,4.56,21,251,0.20
104,and,50535,13.52,58,260,0.10
105,or,10512,2.81,12,249,0.09
106,these,6352,1.70,7,229,0.04
107,to,43843,11.73,47,259,0.00
108,same,5677,1.52,6,226,-0.02
109,this,12625,3.38,13,238,-0.06
110,an,6802,1.82,7,248,-0.06
111,for,9722,2.60,10,260,-0.06
112,that,20638,5.52,21,240,-0.07
113,i,11632,3.11,11,245,-0.18
114,have,8635,2.31,8,235,-0.21
115,the,195974,52.44,163,260,-0.36
116,is,24024,6.43,17,257,-0.60
117,a,38758,10.37,27,258,-0.62
118,on,13387,3.58,9,259,-0.67
119,and,50535,13.52,30,260,-0.85
120,be,17120,4.58,10,253,-0.87
121,or,10512,2.81,6,249,-0.91
122,in,50819,13.60,29,259,-0.91
123,of,113727,30.43,59,260,-1.04
124,a,38758,10.37,20,258,-1.05
125,for,9722,2.60,5,260,-1.06
126,it,19115,5.12,9,244,-1.18
127,is,24024,6.43,11,257,-1.23
128,from,13302,3.56,5,245,-1.51
