No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,adduced,35,0.00,8,19,8.69
2,account,785,0.11,13,181,4.91
3,show,1547,0.21,14,196,4.03
4,these,9742,1.35,80,259,3.89
5,following,2024,0.28,16,234,3.84
6,already,1298,0.18,8,188,3.48
7,observed,1825,0.25,10,192,3.31
8,all,5693,0.79,28,258,3.15
9,observed,1825,0.25,8,192,2.99
10,have,12163,1.68,40,266,2.57
11,other,6208,0.86,19,263,2.47
12,which,23898,3.30,66,276,2.32
13,point,3090,0.43,8,200,2.23
14,case,3933,0.54,10,208,2.20
15,been,6813,0.94,17,258,2.18
16,may,6626,0.92,15,256,2.03
17,would,4032,0.56,9,232,2.01
18,i,10921,1.51,21,252,1.80
19,will,5486,0.76,10,234,1.72
20,first,4587,0.63,8,242,1.66
21,that,30186,4.17,52,269,1.64
22,be,23379,3.23,32,273,1.31
23,two,8228,1.14,11,257,1.27
24,with,24788,3.42,32,272,1.22
25,to,65738,9.08,84,277,1.21
26,it,23912,3.30,27,274,1.03
27,were,8575,1.18,9,260,0.93
28,are,22218,3.07,23,273,0.91
29,but,12589,1.74,13,270,0.90
30,by,26234,3.62,27,275,0.90
31,by,26234,3.62,27,275,0.90
32,we,12760,1.76,13,223,0.88
33,as,27809,3.84,27,274,0.81
34,the,322630,44.56,295,277,0.73
35,this,21252,2.94,18,275,0.62
36,for,15551,2.15,13,260,0.60
37,not,11273,1.56,9,266,0.53
38,to,65738,9.08,49,277,0.43
39,in,80896,11.17,60,277,0.43
40,with,24788,3.42,18,272,0.39
41,of,177545,24.52,125,277,0.35
42,from,19472,2.69,13,275,0.27
43,have,12163,1.68,8,266,0.25
44,for,15551,2.15,9,260,0.07
45,that,30186,4.17,17,269,0.03
46,as,27809,3.84,13,274,-0.24
47,from,19472,2.69,9,275,-0.26
48,on,25700,3.55,11,276,-0.37
49,on,25700,3.55,11,276,-0.37
50,the,322630,44.56,137,277,-0.38
51,of,177545,24.52,74,277,-0.41
52,and,83684,11.56,34,276,-0.44
53,this,21252,2.94,8,275,-0.55
54,a,64606,8.92,24,276,-0.57
55,are,22218,3.07,8,273,-0.62
56,and,83684,11.56,30,276,-0.62
57,is,49787,6.88,17,276,-0.69
58,is,49787,6.88,13,276,-1.08
59,in,80896,11.17,19,277,-1.23
60,a,64606,8.92,13,276,-1.46
