No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,numerous,84,0.00,3,36,7.85
2,seem,272,0.01,3,109,6.16
3,many,1102,0.04,4,238,4.55
4,these,2948,0.11,10,292,4.45
5,above,1343,0.05,3,241,3.85
6,are,4970,0.19,4,297,2.38
7,have,5178,0.20,4,336,2.32
8,from,8751,0.34,6,358,2.15
9,which,12209,0.47,8,354,2.08
10,with,9978,0.39,4,351,1.37
11,to,30038,1.16,11,384,1.24
12,to,30038,1.16,11,384,1.24
13,that,15561,0.60,5,365,1.05
14,by,12752,0.49,4,388,1.02
15,be,13030,0.50,4,357,0.99
16,as,11064,0.43,3,361,0.81
17,a,25842,1.00,7,392,0.81
18,i,11306,0.44,3,365,0.78
19,i,11306,0.44,3,365,0.78
20,in,28235,1.09,7,389,0.68
21,of,66316,2.57,13,399,0.34
22,that,15561,0.60,3,365,0.32
23,it,15814,0.61,3,364,0.29
24,the,111947,4.33,20,396,0.21
25,of,66316,2.57,11,399,0.10
26,a,25842,1.00,4,392,0.00
27,and,31340,1.21,4,387,-0.28
28,the,111947,4.33,14,396,-0.31
29,in,28235,1.09,3,389,-0.54
