https://example.com/collocation-analysis
There are 2730349 different words in your collocation database for "fact". (Your query returned 4143 matches in 239 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	that	22841	9.29	376	233	3.34
2	in	69215	28.14	538	239	2.26
3	this	16065	6.53	113	232	2.11
4	if	4788	1.95	27	209	1.79
5	is	40884	16.62	158	235	1.25
6	from	18214	7.40	69	238	1.22
7	we	8739	3.55	30	217	1.08
8	not	9205	3.74	29	227	0.95
9	be	19340	7.86	57	237	0.86
10	by	24926	10.13	63	238	0.64
11	is	40884	16.62	100	235	0.59
12	for	13728	5.58	32	236	0.52
13	the	272285	110.70	606	239	0.45
14	it	21135	8.59	47	234	0.45
15	the	272285	110.70	545	239	0.30
16	it	21135	8.59	41	234	0.25
17	be	19340	7.86	37	237	0.23
18	to	52468	21.33	100	237	0.23
19	are	16020	6.51	28	233	0.10
20	a	54546	22.18	95	239	0.10
21	as	22421	9.12	38	237	0.06
22	by	24926	10.13	42	238	0.05
23	which	22688	9.22	38	234	0.04
24	in	69215	28.14	113	239	0.01
25	a	54546	22.18	89	239	0.00
26	to	52468	21.33	82	237	-0.06
27	as	22421	9.12	35	237	-0.06
28	that	22841	9.29	34	233	-0.13
29	of	163086	66.30	240	238	-0.14
30	and	70933	28.84	101	238	-0.19
31	with	20414	8.30	28	237	-0.25
32	which	22688	9.22	28	234	-0.40
33	of	163086	66.30	134	238	-0.98
34	and	70933	28.84	50	238	-1.21
