https://example.com/collocation-analysis
There are 1077752 different words in your collocation database for "fact". (Your query returned 1057 matches in 294 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	curious	134	0.04	10	73	6.13
2	general	781	0.21	10	164	3.58
3	this	7332	1.96	44	276	2.49
4	that	11397	3.05	59	272	2.28
5	is	12559	3.36	44	283	1.71
6	in	25147	6.72	82	288	1.61
7	but	3957	1.06	11	277	1.38
8	it	10864	2.90	26	274	1.16
9	i	7157	1.91	16	274	1.06
10	is	12559	3.36	28	283	1.06
11	by	11163	2.98	23	289	0.95
12	a	21237	5.68	43	292	0.92
13	which	9897	2.64	19	276	0.84
14	from	7630	2.04	13	280	0.67
15	a	21237	5.68	34	292	0.58
16	the	104036	27.80	154	293	0.47
17	as	8010	2.14	11	275	0.36
18	as	8010	2.14	11	275	0.36
19	was	7415	1.98	10	268	0.34
20	in	25147	6.72	33	288	0.30
21	of	62299	16.65	80	291	0.26
22	be	9791	2.62	12	278	0.20
23	be	9791	2.62	11	278	0.07
24	the	104036	27.80	110	293	-0.02
25	that	11397	3.05	12	272	-0.02
26	it	10864	2.90	11	274	-0.08
27	to	24375	6.51	23	281	-0.18
28	and	26591	7.11	25	292	-0.19
29	of	62299	16.65	53	291	-0.33
30	to	24375	6.51	20	281	-0.38
31	and	26591	7.11	19	292	-0.58
