https://example.com/collocation-analysis
There are 2033865 different words in your collocation database for "fact". (Your query returned 2760 matches in 276 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	interesting	291	0.11	20	110	5.55
2	that	21135	7.73	194	258	2.65
3	this	12733	4.66	98	255	2.40
4	in	51670	18.90	283	275	1.90
5	is	24560	8.98	120	272	1.74
6	may	5752	2.10	20	251	1.25
7	is	24560	8.98	79	272	1.14
8	it	19713	7.21	58	256	1.01
9	an	7004	2.56	20	261	0.96
10	i	12004	4.39	32	263	0.87
11	have	8644	3.16	23	254	0.86
12	which	19909	7.28	52	260	0.84
13	a	40403	14.78	104	274	0.81
14	not	8626	3.16	20	252	0.66
15	by	19317	7.07	44	275	0.64
16	be	18070	6.61	40	266	0.60
17	by	19317	7.07	42	275	0.57
18	to	45646	16.70	98	275	0.55
19	from	13603	4.98	28	261	0.49
20	are	10777	3.94	21	268	0.41
21	the	202652	74.13	363	276	0.29
22	it	19713	7.21	34	256	0.24
23	that	21135	7.73	35	258	0.18
24	as	17149	6.27	27	264	0.11
25	in	51670	18.90	81	275	0.10
26	at	13535	4.95	21	273	0.08
27	be	18070	6.61	28	266	0.08
28	a	40403	14.78	61	274	0.05
29	the	202652	74.13	271	276	-0.13
30	to	45646	16.70	59	275	-0.18
31	of	114984	42.06	148	276	-0.18
32	as	17149	6.27	22	264	-0.19
33	and	52035	19.03	64	275	-0.25
34	which	19909	7.28	23	260	-0.34
35	of	114984	42.06	98	276	-0.78
36	and	52035	19.03	29	275	-1.39
