https://example.com/collocation-analysis
There are 1078181 different words in your collocation database for "fact". (Your query returned 916 matches in 223 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	this	7612	1.92	49	204	2.67
2	in	24502	6.18	82	217	1.73
3	that	12799	3.23	34	204	1.40
4	i	8000	2.02	21	205	1.38
5	as	8283	2.09	21	206	1.33
6	not	5341	1.35	13	195	1.27
7	is	12641	3.19	30	212	1.23
8	a	21916	5.53	49	222	1.15
9	is	12641	3.19	28	212	1.13
10	be	10896	2.75	22	208	1.00
11	but	5011	1.26	10	201	0.98
12	to	24505	6.18	41	214	0.73
13	which	11882	3.00	19	203	0.66
14	as	8283	2.09	12	206	0.52
15	by	11441	2.89	16	215	0.47
16	that	12799	3.23	17	204	0.40
17	was	8337	2.10	11	198	0.39
18	which	11882	3.00	14	203	0.22
19	the	93740	23.65	106	222	0.16
20	be	10896	2.75	12	208	0.13
21	to	24505	6.18	26	214	0.07
22	it	12481	3.15	13	209	0.05
23	of	64682	16.32	61	223	-0.10
24	the	93740	23.65	88	222	-0.10
25	a	21916	5.53	19	222	-0.22
26	and	27411	6.92	22	219	-0.33
27	in	24502	6.18	18	217	-0.46
28	of	64682	16.32	44	223	-0.57
29	and	27411	6.92	18	219	-0.62
