https://example.com/collocation-analysis
There are 3808661 different words in your collocation database for "fact". (Your query returned 6991 matches in 244 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	due	2511	1.17	83	206	4.15
2	matter	1601	0.75	49	153	4.04
3	that	36387	16.95	938	240	3.79
4	they	6214	2.89	41	237	1.82
5	this	23346	10.87	153	241	1.81
6	in	91800	42.76	574	243	1.75
7	by	32051	14.93	155	243	1.38
8	we	13852	6.45	62	222	1.26
9	is	61266	28.54	245	242	1.10
10	it	28761	13.40	110	240	1.04
11	from	23264	10.84	87	241	1.01
12	to	75852	35.33	269	242	0.93
13	the	380948	177.44	1191	243	0.75
14	is	61266	28.54	188	242	0.72
15	have	13155	6.13	40	240	0.71
16	not	13724	6.39	41	237	0.68
17	are	23978	11.17	59	240	0.40
18	be	29976	13.96	72	241	0.37
19	as	32581	15.18	77	241	0.34
20	as	32581	15.18	74	241	0.29
21	it	28761	13.40	63	240	0.23
22	be	29976	13.96	63	241	0.17
23	the	380948	177.44	792	243	0.16
24	in	91800	42.76	189	243	0.14
25	was	20426	9.51	40	240	0.07
26	by	32051	14.93	58	243	-0.04
27	a	83344	38.82	148	242	-0.07
28	with	27476	12.80	46	241	-0.15
29	with	27476	12.80	46	241	-0.15
30	which	28279	13.17	47	241	-0.16
31	and	93586	43.59	154	244	-0.18
32	this	23346	10.87	38	241	-0.19
33	of	209530	97.59	322	244	-0.28
34	to	75852	35.33	113	242	-0.32
35	a	83344	38.82	104	242	-0.58
36	of	209530	97.59	260	244	-0.59
