https://example.com/collocation-analysis
There are 1251886 different words in your collocation database for "fact". (Your query returned 1252 matches in 317 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	curious	132	0.04	14	72	6.61
2	that	12636	3.44	70	293	2.35
3	this	8092	2.20	44	295	2.32
4	is	13172	3.59	54	305	1.91
5	in	28534	7.77	98	311	1.66
6	but	4486	1.22	13	300	1.41
7	it	11834	3.22	34	295	1.40
8	is	13172	3.59	34	305	1.24
9	which	10863	2.96	27	296	1.19
10	a	24255	6.61	55	315	1.06
11	i	8290	2.26	17	295	0.91
12	from	8768	2.39	16	303	0.74
13	by	12454	3.39	21	312	0.63
14	was	8217	2.24	13	288	0.54
15	as	9034	2.46	14	297	0.51
16	the	118289	32.22	180	316	0.48
17	be	11050	3.01	16	298	0.41
18	as	9034	2.46	13	297	0.40
19	in	28534	7.77	41	311	0.40
20	a	24255	6.61	34	315	0.36
21	of	71531	19.48	95	314	0.29
22	that	12636	3.44	16	293	0.22
23	be	11050	3.01	12	298	-0.00
24	the	118289	32.22	128	316	-0.01
25	by	12454	3.39	13	312	-0.06
26	it	11834	3.22	12	295	-0.10
27	to	28074	7.65	28	305	-0.13
28	to	28074	7.65	26	305	-0.23
29	of	71531	19.48	64	314	-0.28
30	and	31499	8.58	26	315	-0.40
31	and	31499	8.58	24	315	-0.52
