https://example.com/collocation-analysis
There are 3298157 different words in your collocation database for "fact". (Your query returned 7610 matches in 233 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	matter	644	0.35	47	137	5.08
2	owing	691	0.37	42	165	4.82
3	due	2446	1.32	87	210	4.05
4	that	31920	17.19	1067	230	3.96
5	this	20235	10.90	160	231	1.88
6	in	86701	46.69	559	233	1.58
7	they	5806	3.13	36	224	1.53
8	all	5860	3.16	33	230	1.39
9	by	27607	14.87	152	230	1.35
10	there	6348	3.42	32	229	1.23
11	is	50606	27.25	249	231	1.19
12	has	7599	4.09	36	229	1.14
13	to	64712	34.85	277	233	0.99
14	from	20363	10.97	86	233	0.97
15	the	314983	169.61	1241	232	0.87
16	it	23463	12.63	90	229	0.83
17	is	50606	27.25	178	231	0.71
18	have	11536	6.21	39	230	0.65
19	we	12618	6.79	42	222	0.63
20	as	26167	14.09	87	231	0.63
21	it	23463	12.63	76	229	0.59
22	be	25119	13.53	78	232	0.53
23	but	10961	5.90	32	230	0.44
24	which	23109	12.44	67	231	0.43
25	the	314983	169.61	863	232	0.35
26	this	20235	10.90	54	231	0.31
27	are	22833	12.30	59	229	0.26
28	for	21056	11.34	52	231	0.20
29	be	25119	13.53	59	232	0.12
30	a	77503	41.73	175	233	0.07
31	was	19993	10.77	45	226	0.06
32	with	22822	12.29	50	231	0.02
33	in	86701	46.69	187	233	0.00
34	are	22833	12.30	47	229	-0.07
35	at	21458	11.55	41	231	-0.17
36	to	64712	34.85	119	233	-0.23
37	and	80624	43.41	148	233	-0.23
38	as	26167	14.09	46	231	-0.29
39	a	77503	41.73	130	233	-0.36
40	for	21056	11.34	35	231	-0.37
41	on	23580	12.70	38	233	-0.42
42	of	174843	94.15	280	233	-0.43
43	of	174843	94.15	267	233	-0.50
44	by	27607	14.87	40	230	-0.57
45	with	22822	12.29	33	231	-0.57
46	and	80624	43.41	49	233	-1.83
