No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,unconscious,3,0.00,2,2,8.91
2,despite,4,0.01,2,3,8.50
3,harmony,7,0.01,2,5,7.69
4,relating,8,0.01,2,8,7.50
5,reveals,8,0.01,2,6,7.50
6,establish,10,0.01,2,7,7.17
7,overlooked,10,0.01,2,4,7.17
8,emphasised,15,0.02,3,8,7.17
9,shortened,11,0.02,2,3,7.04
10,spite,38,0.05,6,15,6.83
11,concerning,29,0.04,4,12,6.64
12,coincident,15,0.02,2,6,6.59
13,protosomites,15,0.02,2,1,6.59
14,experimental,50,0.07,6,12,6.44
15,accounted,17,0.02,2,10,6.41
16,attain,17,0.02,2,8,6.41
17,supported,44,0.06,5,24,6.36
18,foregoing,20,0.03,2,12,6.17
19,recognise,36,0.05,3,12,5.91
20,attention,88,0.12,7,27,5.84

Total tokens in window,371325
Total texts in window,39
