No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,9,0.01,4,5,8.55
2,strengthened,7,0.01,2,5,7.91
3,mortality,9,0.01,2,2,7.55
4,accordance,15,0.02,3,11,7.40
5,spite,43,0.05,8,19,7.29
6,recall,15,0.02,2,6,6.81
7,matter,108,0.13,12,24,6.55
8,allowing,19,0.02,2,10,6.47
9,explain,43,0.05,4,21,6.29
10,scheme,25,0.03,2,8,6.08
11,attention,63,0.07,5,20,6.07
12,illustrate,29,0.03,2,14,5.86
13,inclination,34,0.04,2,6,5.63
14,established,37,0.04,2,16,5.51
15,fit,37,0.04,2,8,5.51
16,owing,233,0.28,12,32,5.44
17,illustration,39,0.05,2,11,5.44
18,supported,40,0.05,2,17,5.40
19,apart,88,0.10,4,22,5.26
20,essential,49,0.06,2,19,5.11

Total tokens in window,389113
Total texts in window,35
