No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bto,2,0.00,2,0,9.46
2,ignorant,5,0.01,2,3,8.14
3,emphasize,8,0.01,3,7,8.05
4,negatived,7,0.01,2,6,7.65
5,corollary,8,0.01,2,5,7.46
6,allowance,11,0.02,2,8,7.00
7,significant,22,0.03,4,10,7.00
8,familiar,34,0.05,6,12,6.96
9,reveals,13,0.02,2,12,6.76
10,emphasized,14,0.02,2,10,6.65
11,winged,14,0.02,2,3,6.65
12,spite,58,0.08,8,31,6.60
13,relating,51,0.07,7,15,6.60
14,recall,25,0.04,3,7,6.40
15,establish,35,0.05,4,20,6.33
16,agreeing,18,0.03,2,11,6.29
17,tending,28,0.04,3,17,6.24
18,curious,58,0.08,6,24,6.19
19,justified,41,0.06,4,23,6.10
20,allows,22,0.03,2,13,6.00

Total tokens in window,786337
Total texts in window,69
