No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bto,3,0.00,2,0,8.74
2,emphasize,5,0.01,2,5,8.00
3,allowance,8,0.01,2,7,7.32
4,ontogeny,8,0.01,2,5,7.32
5,reveals,14,0.02,3,12,7.10
6,familiar,34,0.05,7,12,7.04
7,relating,49,0.08,7,15,6.52
8,spite,63,0.10,9,32,6.52
9,winged,14,0.02,2,3,6.52
10,curious,52,0.08,7,22,6.43
11,recall,26,0.04,3,7,6.21
12,agreeing,18,0.03,2,12,6.15
13,strengthened,18,0.03,2,9,6.15
14,significant,28,0.04,3,10,6.10
15,tending,19,0.03,2,13,6.08
16,justified,40,0.06,4,21,6.00
17,allows,21,0.03,2,13,5.93
18,fundamental,56,0.09,5,18,5.84
19,sought,23,0.04,2,12,5.80
20,establish,35,0.05,3,21,5.78

Total tokens in window,732457
Total texts in window,69
