No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,regarding,13,0.01,2,5,7.48
2,spite,17,0.01,2,10,7.10
3,striking,26,0.02,3,7,7.07
4,supported,36,0.03,4,9,7.01
5,peculiar,23,0.02,2,9,6.66
6,due,112,0.10,4,15,5.38
7,nearly,66,0.06,2,13,5.14
8,important,75,0.06,2,14,4.95
9,longitudinal,92,0.08,2,13,4.66
10,true,93,0.08,2,12,4.64
11,new,127,0.11,2,14,4.19
12,account,138,0.12,2,15,4.08
13,free,151,0.13,2,11,3.95
14,point,246,0.21,3,15,3.83
15,seed,165,0.14,2,2,3.82
16,paper,191,0.16,2,12,3.61
17,three,197,0.17,2,15,3.56
18,view,207,0.18,2,15,3.49
19,possible,248,0.21,2,15,3.23
20,however,373,0.32,3,5,3.23

Total tokens in window,166299
Total texts in window,15
