No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,10,0.01,3,5,7.92
2,notwithstanding,9,0.01,2,5,7.48
3,happened,10,0.01,2,6,7.33
4,spite,44,0.05,7,18,7.00
5,solely,13,0.02,2,7,6.95
6,concerning,28,0.03,4,15,6.85
7,supported,41,0.05,5,19,6.62
8,emphasised,18,0.02,2,10,6.48
9,demonstrate,20,0.02,2,10,6.33
10,owing,180,0.22,16,35,6.16
11,establish,24,0.03,2,16,6.07
12,responsible,24,0.03,2,13,6.07
13,recognise,37,0.05,3,18,6.03
14,matter,128,0.16,10,35,5.98
15,explain,39,0.05,3,19,5.95
16,complicated,28,0.03,2,14,5.85
17,attention,110,0.14,7,33,5.68
18,explained,67,0.08,4,24,5.59
19,express,34,0.04,2,23,5.57
20,elimination,35,0.04,2,6,5.53

Total tokens in window,451440
Total texts in window,46
