No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,regarding,10,0.01,2,3,7.79
2,peculiar,19,0.02,2,6,6.86
3,due,92,0.08,4,11,5.59
4,nearly,54,0.05,2,9,5.36
5,true,65,0.06,2,8,5.09
6,longitudinal,87,0.08,2,10,4.67
7,account,98,0.09,2,11,4.50
8,new,99,0.09,2,11,4.48
9,free,108,0.10,2,10,4.36
10,view,126,0.11,2,11,4.14
11,paper,153,0.14,2,8,3.86
12,three,155,0.14,2,11,3.84
13,seed,165,0.15,2,2,3.75
14,point,171,0.15,2,11,3.69
15,however,300,0.27,3,4,3.47
16,first,276,0.25,2,11,3.00
17,given,345,0.31,2,11,2.68
18,case,401,0.36,2,8,2.47
19,fibre,409,0.37,2,4,2.44
20,field,442,0.40,2,4,2.32

Total tokens in window,127315
Total texts in window,11
