No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bto,3,0.00,2,0,8.88
2,adduced,5,0.01,2,3,8.14
3,significant,13,0.02,5,8,8.08
4,emphasize,9,0.01,3,7,7.88
5,corollary,6,0.01,2,4,7.88
6,ignorant,6,0.01,2,4,7.88
7,negatived,6,0.01,2,4,7.88
8,summarising,6,0.01,2,4,7.88
9,contradictory,7,0.01,2,4,7.65
10,arrange,24,0.03,6,15,7.46
11,reveals,8,0.01,2,6,7.46
12,relating,27,0.04,6,10,7.29
13,recognise,12,0.02,2,6,6.88
14,establish,26,0.04,4,18,6.76
15,spite,47,0.07,7,19,6.71
16,agreeing,14,0.02,2,8,6.65
17,constancy,14,0.02,2,10,6.65
18,tabulate,17,0.02,2,2,6.37
19,answered,18,0.03,2,10,6.29
20,summarise,18,0.03,2,4,6.29

Total tokens in window,681094
Total texts in window,60
