No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,unaware,2,0.00,2,1,9.78
2,despite,10,0.01,4,3,8.46
3,strengthened,5,0.01,2,4,8.46
4,mortality,9,0.01,2,2,7.62
5,establish,10,0.01,2,9,7.46
6,spite,32,0.04,6,14,7.37
7,accordance,14,0.02,2,10,6.98
8,allowing,15,0.02,2,9,6.88
9,retaining,17,0.02,2,9,6.70
10,matter,90,0.10,10,24,6.62
11,explain,32,0.04,3,19,6.37
12,significant,59,0.07,5,16,6.22
13,attention,54,0.06,4,18,6.03
14,supported,55,0.06,4,20,6.00
15,owing,203,0.23,12,31,5.70
16,knowledge,52,0.06,3,22,5.67
17,apart,89,0.10,4,21,5.31
18,follow,45,0.05,2,17,5.29
19,confirmed,49,0.06,2,18,5.17
20,stand,49,0.06,2,8,5.17

Total tokens in window,378462
Total texts in window,35
