No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,intensified,3,0.00,2,3,9.32
2,puzzling,5,0.01,2,4,8.59
3,relating,9,0.01,3,6,8.32
4,despite,17,0.02,4,6,7.82
5,variance,11,0.01,2,6,7.45
6,supported,101,0.11,18,44,7.42
7,notwithstanding,18,0.02,3,7,7.32
8,emphasizes,12,0.01,2,8,7.32
9,inconsistent,12,0.01,2,8,7.32
10,spite,86,0.09,11,35,6.94
11,explains,16,0.02,2,13,6.91
12,recognition,32,0.03,4,22,6.91
13,notwithstanding,18,0.02,2,7,6.74
14,lupin,24,0.02,2,0,6.32
15,accord,25,0.03,2,8,6.27
16,stress,25,0.03,2,10,6.27
17,inferred,27,0.03,2,17,6.15
18,revealed,43,0.04,3,28,6.07
19,afforded,30,0.03,2,12,6.00
20,remarkable,136,0.14,9,40,5.99

Total tokens in window,765661
Total texts in window,85
