No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,borne,60,0.05,9,20,7.41
2,foundation,16,0.01,2,6,7.14
3,supported,55,0.05,5,24,6.68
4,rhoeo,39,0.03,3,0,6.44
5,spite,79,0.07,6,25,6.42
6,recognition,27,0.02,2,11,6.39
7,accepted,49,0.04,3,20,6.11
8,concerning,102,0.09,5,24,5.79
9,owing,140,0.12,6,28,5.60
10,butterfly,47,0.04,2,1,5.59
11,confirmed,73,0.06,3,28,5.54
12,attention,74,0.07,3,25,5.52
13,explained,77,0.07,3,24,5.46
14,beyond,112,0.10,4,31,5.33
15,attributed,59,0.05,2,19,5.26
16,exist,65,0.06,2,21,5.12
17,apart,176,0.16,5,27,5.00
18,suggests,144,0.13,4,35,4.97
19,theoretical,80,0.07,2,13,4.82
20,depend,81,0.07,2,23,4.80

Total tokens in window,598914
Total texts in window,47
