No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,disproved,2,0.00,2,1,9.22
2,unconscious,4,0.01,2,1,8.22
3,elicited,6,0.01,2,5,7.63
4,overlooked,11,0.02,2,5,6.76
5,relating,11,0.02,2,7,6.76
6,concerning,18,0.03,3,10,6.63
7,confirmation,14,0.02,2,10,6.41
8,coincident,15,0.03,2,7,6.31
9,protosomites,15,0.03,2,1,6.31
10,strengthened,15,0.03,2,6,6.31
11,accordance,23,0.04,3,10,6.28
12,refers,18,0.03,2,9,6.05
13,matter,108,0.18,12,30,6.05
14,ascertained,19,0.03,2,13,5.97
15,curious,19,0.03,2,13,5.97
16,summarised,20,0.03,2,11,5.90
17,spite,40,0.07,4,16,5.90
18,stress,35,0.06,3,12,5.67
19,depends,45,0.08,3,19,5.31
20,recorded,136,0.23,9,24,5.30

Total tokens in window,368858
Total texts in window,45
