No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,strengthened,3,0.00,2,3,9.29
2,unaware,3,0.00,2,2,9.29
3,lends,7,0.01,2,7,8.07
4,harmony,8,0.01,2,5,7.87
5,spite,30,0.03,7,16,7.77
6,conjunction,9,0.01,2,7,7.70
7,mortality,9,0.01,2,2,7.70
8,establish,10,0.01,2,9,7.55
9,outcome,12,0.01,2,3,7.29
10,overlooked,12,0.01,2,9,7.29
11,despite,19,0.02,3,3,7.21
12,allowing,15,0.02,2,7,6.97
13,accordance,16,0.02,2,12,6.87
14,explain,29,0.03,3,18,6.60
15,reveals,21,0.02,2,11,6.48
16,retaining,23,0.02,2,11,6.35
17,significant,61,0.07,5,16,6.26
18,supported,61,0.07,5,27,6.26
19,dried,25,0.03,2,7,6.23
20,attention,67,0.07,4,21,5.81

Total tokens in window,476412
Total texts in window,44
