No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,civically,7,0.00,2,1,9.77
2,fiction,15,0.00,3,7,9.26
3,brute,10,0.00,2,5,9.26
4,underscored,22,0.01,4,21,9.12
5,tautology,12,0.00,2,4,8.99
6,stylized,25,0.01,4,15,8.93
7,inescapable,19,0.01,3,12,8.91
8,arithmetical,46,0.02,6,8,8.64
9,preti,16,0.01,2,0,8.58
10,resf,17,0.01,2,0,8.49
11,obscures,29,0.01,3,27,8.30
12,performer,21,0.01,2,3,8.18
13,capitalizing,22,0.01,2,18,8.12
14,notwithstanding,82,0.03,6,17,7.80
15,descended,29,0.01,2,27,7.72
16,verifying,31,0.01,2,24,7.62
17,infinitely,32,0.01,2,27,7.58
18,discriminability,35,0.01,2,17,7.45
19,overlook,35,0.01,2,24,7.45
20,astonishing,38,0.01,2,30,7.33

Total tokens in window,10448178
Total texts in window,2260
