No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bto,3,0.00,2,0,8.92
2,emphasize,10,0.01,4,8,8.19
3,significant,13,0.02,5,8,8.13
4,ignorant,6,0.01,2,4,7.92
5,negatived,8,0.01,2,6,7.51
6,corollary,9,0.01,2,6,7.34
7,relying,10,0.01,2,6,7.19
8,reveals,11,0.02,2,9,7.05
9,relating,35,0.05,6,13,6.97
10,contradictory,13,0.02,2,9,6.81
11,emphasized,13,0.02,2,9,6.81
12,allowance,14,0.02,2,11,6.70
13,spite,68,0.09,9,28,6.59
14,arrange,23,0.03,3,14,6.57
15,answered,17,0.02,2,10,6.42
16,summarise,17,0.02,2,4,6.42
17,agreeing,18,0.02,2,12,6.34
18,constancy,18,0.02,2,11,6.34
19,recognise,19,0.03,2,8,6.26
20,establish,39,0.05,4,22,6.22

Total tokens in window,819284
Total texts in window,70
