No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bedeviled,6,0.00,3,5,10.57
2,fiction,24,0.01,7,8,9.80
3,brute,10,0.00,2,5,9.25
4,tautology,11,0.00,2,3,9.12
5,underscored,22,0.01,4,21,9.12
6,preti,15,0.00,2,0,8.67
7,arithmetical,46,0.02,6,8,8.64
8,obscures,23,0.01,3,22,8.64
9,tempered,16,0.01,2,14,8.57
10,undermined,33,0.01,4,27,8.53
11,stylized,18,0.01,2,11,8.40
12,overlooking,22,0.01,2,19,8.12
13,capitalizing,23,0.01,2,19,8.05
14,complicated,371,0.12,26,229,7.74
15,ecu,32,0.01,2,3,7.57
16,impeding,34,0.01,2,29,7.49
17,verifying,34,0.01,2,26,7.49
18,predicated,36,0.01,2,29,7.40
19,overlook,37,0.01,2,25,7.37
20,artifact,57,0.02,3,15,7.33

Total tokens in window,10283671
Total texts in window,2220
