No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,foundation,12,0.01,2,5,7.64
2,spite,72,0.06,6,22,6.64
3,recognition,26,0.02,2,10,6.53
4,rhoeo,39,0.03,3,0,6.53
5,supported,54,0.04,4,23,6.47
6,concerning,68,0.06,4,20,6.14
7,owing,120,0.10,7,27,6.13
8,beyond,83,0.07,4,29,5.85
9,confirmed,63,0.05,3,27,5.84
10,attention,65,0.05,3,23,5.79
11,accepted,47,0.04,2,19,5.67
12,butterfly,47,0.04,2,1,5.67
13,apart,154,0.13,5,25,5.28
14,attributed,62,0.05,2,17,5.28
15,quantitative,63,0.05,2,14,5.25
16,explained,67,0.06,2,19,5.16
17,support,106,0.09,3,29,5.09
18,suggests,143,0.12,4,33,5.07
19,depend,76,0.06,2,20,4.98
20,mere,81,0.07,2,13,4.89

Total tokens in window,576302
Total texts in window,44
