No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,finder,11,0.00,5,1,10.42
2,civically,7,0.00,2,1,9.75
3,trier,23,0.01,6,1,9.62
4,fiction,16,0.01,4,8,9.56
5,stylized,19,0.01,4,14,9.31
6,inescapable,18,0.01,3,12,8.98
7,arithmetical,47,0.02,6,9,8.59
8,resf,17,0.01,2,0,8.47
9,obscures,28,0.01,3,26,8.34
10,disputed,29,0.01,3,18,8.29
11,performer,20,0.01,2,4,8.24
12,underscored,21,0.01,2,20,8.17
13,infinitely,23,0.01,2,18,8.04
14,verifying,28,0.01,2,23,7.75
15,notwithstanding,85,0.03,6,16,7.74
16,discriminability,30,0.01,2,16,7.65
17,astonishing,31,0.01,2,24,7.61
18,subthreshold,36,0.01,2,17,7.39
19,complicated,347,0.11,18,209,7.29
20,compounded,60,0.02,3,51,7.24

Total tokens in window,8890412
Total texts in window,1940
