No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,discloses,5,0.00,2,3,8.82
2,notwithstanding,10,0.01,3,3,8.40
3,borne,39,0.03,8,17,7.85
4,justified,15,0.01,2,5,7.23
5,emerge,23,0.02,3,11,7.20
6,curious,16,0.01,2,6,7.14
7,disclosed,18,0.02,2,4,6.97
8,spite,55,0.05,6,18,6.94
9,stelar,19,0.02,2,3,6.89
10,exist,60,0.05,5,16,6.55
11,relevant,25,0.02,2,12,6.49
12,supported,64,0.06,4,22,6.14
13,contrary,41,0.04,2,8,5.78
14,revealed,42,0.04,2,19,5.75
15,concerning,88,0.08,4,16,5.68
16,noticed,69,0.06,3,15,5.62
17,explained,54,0.05,2,24,5.38
18,stele,137,0.12,5,3,5.36
19,accepted,55,0.05,2,18,5.36
20,involved,86,0.08,3,17,5.30

Total tokens in window,501694
Total texts in window,40
