No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,10,0.01,3,4,7.94
2,reveals,19,0.02,4,7,7.43
3,spite,48,0.06,8,22,7.09
4,happened,13,0.02,2,9,6.98
5,notwithstanding,13,0.02,2,8,6.98
6,supported,57,0.07,8,28,6.85
7,demonstrate,22,0.03,3,19,6.81
8,establish,25,0.03,3,21,6.62
9,reveal,20,0.02,2,11,6.36
10,matter,164,0.20,16,43,6.32
11,attention,143,0.17,13,36,6.22
12,sought,22,0.03,2,15,6.22
13,illustrates,23,0.03,2,16,6.16
14,solely,23,0.03,2,13,6.16
15,primordial,25,0.03,2,4,6.04
16,express,51,0.06,4,26,6.01
17,concerning,28,0.03,2,16,5.87
18,owing,177,0.22,12,42,5.80
19,elimination,33,0.04,2,3,5.64
20,significant,34,0.04,2,9,5.59

Total tokens in window,502672
Total texts in window,52
