https://example.com/collocation-analysis
There are 2450908 different words in your collocation database for "fact". (Your query returned 4327 matches in 271 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	remarkable	606	0.26	18	270	4.09
2	that	23159	10.11	254	270	2.65
3	this	14062	6.14	141	270	2.52
4	in	63806	27.86	491	270	2.14
5	only	3687	1.61	18	270	1.48
6	is	32120	14.02	155	270	1.47
7	being	5246	2.29	25	270	1.45
8	has	4717	2.06	20	270	1.28
9	is	32120	14.02	123	270	1.13
10	been	5764	2.52	21	270	1.06
11	we	7858	3.43	26	270	0.92
12	no	5539	2.42	18	270	0.90
13	not	9033	3.94	27	270	0.78
14	which	23091	10.08	68	270	0.75
15	when	6597	2.88	19	270	0.72
16	it	21034	9.18	60	270	0.71
17	but	8435	3.68	24	270	0.70
18	i	11532	5.03	31	270	0.62
19	from	16715	7.30	44	270	0.59
20	by	23394	10.21	61	270	0.58
21	was	12868	5.62	32	270	0.51
22	by	23394	10.21	57	270	0.48
23	the	244283	106.65	560	270	0.39
24	an	8788	3.84	20	270	0.38
25	it	21034	9.18	46	270	0.32
26	of	151244	66.03	319	270	0.27
27	have	9617	4.20	20	270	0.25
28	a	48856	21.33	97	270	0.19
29	the	244283	106.65	450	270	0.08
30	for	12760	5.57	23	270	0.05
31	be	22388	9.77	40	270	0.03
32	to	53079	23.17	94	270	0.02
33	to	53079	23.17	94	270	0.02
34	and	63614	27.77	111	270	-0.00
35	that	23159	10.11	40	270	-0.02
36	this	14062	6.14	24	270	-0.03
37	be	22388	9.77	38	270	-0.04
38	with	18950	8.27	32	270	-0.05
39	a	48856	21.33	81	270	-0.07
40	are	13890	6.06	23	270	-0.08
41	was	12868	5.62	21	270	-0.10
42	in	63806	27.86	100	270	-0.16
43	i	11532	5.03	18	270	-0.16
44	which	23091	10.08	36	270	-0.16
45	as	20551	8.97	32	270	-0.17
46	at	17443	7.62	26	270	-0.23
47	are	13890	6.06	20	270	-0.28
48	as	20551	8.97	29	270	-0.31
49	with	18950	8.27	25	270	-0.40
50	of	151244	66.03	139	270	-0.93
51	and	63614	27.77	36	270	-1.63
