https://example.com/collocation-analysis
There are 1077753 different words in your collocation database for "fact". (Your query returned 1092 matches in 294 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	curious	134	0.04	10	294	6.13
2	general	781	0.21	10	294	3.58
3	this	7332	1.96	44	294	2.49
4	that	11397	3.05	59	294	2.28
5	is	12558	3.36	44	294	1.71
6	in	25147	6.72	82	294	1.61
7	but	3957	1.06	11	294	1.38
8	it	10864	2.90	26	294	1.16
9	i	7157	1.91	16	294	1.06
10	is	12558	3.36	28	294	1.06
11	by	11163	2.98	23	294	0.95
12	a	21237	5.68	43	294	0.92
13	which	9897	2.64	19	294	0.84
14	from	7630	2.04	13	294	0.67
15	a	21237	5.68	34	294	0.58
16	the	104036	27.80	154	294	0.47
17	as	8010	2.14	11	294	0.36
18	as	8010	2.14	11	294	0.36
19	was	7415	1.98	10	294	0.34
20	in	25147	6.72	33	294	0.30
21	of	62299	16.65	80	294	0.26
22	this	7332	1.96	9	294	0.20
23	be	9791	2.62	12	294	0.20
24	with	7416	1.98	9	294	0.18
25	be	9791	2.62	11	294	0.07
26	the	104036	27.80	110	294	-0.02
27	that	11397	3.05	12	294	-0.02
28	from	7630	2.04	8	294	-0.03
29	it	10864	2.90	11	294	-0.08
30	to	24375	6.51	23	294	-0.18
31	and	26591	7.11	25	294	-0.19
32	of	62299	16.65	53	294	-0.33
33	to	24375	6.51	20	294	-0.38
34	by	11163	2.98	9	294	-0.41
35	and	26591	7.11	19	294	-0.58
