https://example.com/collocation-analysis
There are 1487079 different words in your collocation database for "fact". (Your query returned 2389 matches in 210 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	remarkable	394	0.16	13	209	4.37
2	that	14710	5.86	188	209	3.00
3	this	9313	3.71	96	209	2.69
4	in	39028	15.54	204	209	1.71
5	may	3742	1.49	18	209	1.59
6	will	2987	1.19	13	209	1.45
7	is	16993	6.76	73	209	1.43
8	i	8441	3.36	29	209	1.11
9	when	3846	1.53	13	209	1.09
10	not	5686	2.26	19	209	1.07
11	two	3330	1.33	11	209	1.05
12	from	10671	4.25	34	209	1.00
13	not	5686	2.26	18	209	0.99
14	we	3692	1.47	11	209	0.90
15	which	14211	5.66	41	209	0.86
16	a	27703	11.03	79	209	0.84
17	is	16993	6.76	48	209	0.83
18	be	12039	4.79	33	209	0.78
19	been	4053	1.61	11	209	0.77
20	be	12039	4.79	31	209	0.69
21	but	5118	2.04	13	209	0.67
22	it	13100	5.22	32	209	0.62
23	an	5122	2.04	12	209	0.56
24	an	5122	2.04	11	209	0.43
25	was	8958	3.57	19	209	0.41
26	have	6280	2.50	13	209	0.38
27	it	13100	5.22	27	209	0.37
28	the	148170	58.99	299	209	0.34
29	by	17110	6.81	34	209	0.32
30	by	17110	6.81	34	209	0.32
31	as	12629	5.03	25	209	0.31
32	to	32946	13.12	65	209	0.31
33	i	8441	3.36	16	209	0.25
34	to	32946	13.12	58	209	0.14
35	for	7022	2.80	12	209	0.10
36	in	39028	15.54	64	209	0.04
37	this	9313	3.71	15	209	0.02
38	a	27703	11.03	44	209	-0.00
39	as	12629	5.03	20	209	-0.01
40	of	86531	34.45	137	209	-0.01
41	and	37046	14.75	57	209	-0.05
42	that	14710	5.86	22	209	-0.09
43	the	148170	58.99	218	209	-0.11
44	with	11830	4.71	17	209	-0.15
45	at	9990	3.98	14	209	-0.18
46	was	8958	3.57	12	209	-0.25
47	from	10671	4.25	14	209	-0.28
48	with	11830	4.71	12	209	-0.65
49	of	86531	34.45	75	209	-0.88
50	and	37046	14.75	15	209	-1.98
