No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15126,3.87,90,288,2.54
2,this,9574,2.45,48,286,2.29
3,in,36831,9.43,139,311,1.88
4,is,17469,4.47,64,302,1.84
5,is,17469,4.47,52,302,1.54
6,but,5745,1.47,17,282,1.53
7,which,13905,3.56,37,287,1.38
8,it,14330,3.67,36,287,1.29
9,a,32071,8.21,61,309,0.89
10,to,35556,9.10,59,309,0.70
11,by,15482,3.96,24,308,0.60
12,was,9783,2.50,15,268,0.58
13,be,14071,3.60,21,292,0.54
14,as,11660,2.98,17,294,0.51
15,by,15482,3.96,21,308,0.41
16,the,152723,39.09,205,311,0.39
17,in,36831,9.43,48,311,0.35
18,that,15126,3.87,18,288,0.22
19,a,32071,8.21,35,309,0.09
20,of,89241,22.84,89,311,-0.04
21,the,152723,39.09,143,311,-0.13
22,to,35556,9.10,27,309,-0.43
23,of,89241,22.84,60,311,-0.61
24,and,41047,10.51,26,310,-0.69
25,and,41047,10.51,19,310,-1.15
