No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,14414,5.57,179,214,3.01
2,this,9326,3.61,97,213,2.75
3,in,41523,16.05,216,223,1.75
4,we,3627,1.40,17,172,1.60
5,is,18152,7.02,72,222,1.36
6,is,18152,7.02,69,222,1.30
7,but,5336,2.06,20,212,1.28
8,not,5686,2.20,21,213,1.26
9,i,8405,3.25,26,208,1.00
10,from,11924,4.61,33,214,0.84
11,it,13033,5.04,36,218,0.84
12,be,11596,4.48,32,218,0.84
13,was,9041,3.50,24,207,0.78
14,a,28466,11.01,67,221,0.61
15,which,14873,5.75,32,216,0.48
16,i,8405,3.25,17,208,0.39
17,the,158779,61.39,318,223,0.37
18,by,17570,6.79,35,222,0.37
19,it,13033,5.04,25,218,0.31
20,by,17570,6.79,33,222,0.28
21,of,94965,36.72,163,223,0.15
22,as,13108,5.07,22,220,0.12
23,to,33656,13.01,56,222,0.11
24,this,9326,3.61,15,213,0.06
25,that,14414,5.57,23,214,0.05
26,with,12110,4.68,19,220,0.02
27,to,33656,13.01,52,222,-0.00
28,in,41523,16.05,63,223,-0.03
29,the,158779,61.39,234,223,-0.07
30,be,11596,4.48,17,218,-0.08
31,and,39810,15.39,58,223,-0.09
32,a,28466,11.01,41,221,-0.10
33,with,12110,4.68,15,220,-0.32
34,as,13108,5.07,15,220,-0.43
35,of,94965,36.72,72,223,-1.03
36,and,39810,15.39,22,223,-1.48
