No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1692,0.82,69,168,4.39
2,that,41711,20.22,1140,270,3.82
3,due,2924,1.42,76,234,3.74
4,this,25786,12.50,186,270,1.90
5,they,6955,3.37,46,267,1.77
6,in,105572,51.18,691,271,1.76
7,there,8427,4.09,50,266,1.61
8,by,37019,17.95,190,271,1.40
9,is,68066,33.00,302,271,1.19
10,we,15565,7.55,68,250,1.17
11,from,26147,12.68,97,270,0.94
12,it,32365,15.69,114,270,0.86
13,have,14897,7.22,52,270,0.85
14,the,432703,209.77,1419,271,0.76
15,to,86660,42.01,281,271,0.74
16,is,68066,33.00,212,271,0.68
17,not,16082,7.80,49,269,0.65
18,as,37248,18.06,93,270,0.36
19,be,34725,16.83,85,270,0.34
20,it,32365,15.69,74,270,0.24
21,be,34725,16.83,76,270,0.17
22,are,27111,13.14,59,268,0.17
23,the,432703,209.77,919,271,0.13
24,in,105572,51.18,218,271,0.09
25,as,37248,18.06,74,270,0.03
26,a,96330,46.70,189,271,0.02
27,by,37019,17.95,72,271,0.00
28,was,24701,11.97,48,267,0.00
29,with,31504,15.27,59,270,-0.05
30,are,27111,13.14,50,268,-0.07
31,at,25019,12.13,46,269,-0.08
32,this,25786,12.50,47,270,-0.09
33,which,32385,15.70,59,270,-0.09
34,of,242086,117.36,404,272,-0.22
35,and,103100,49.98,166,272,-0.27
36,with,31504,15.27,49,270,-0.32
37,a,96330,46.70,142,271,-0.40
38,to,86660,42.01,123,271,-0.45
39,of,242086,117.36,331,272,-0.50
40,and,103100,49.98,51,272,-1.97
