No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,23771,10.49,644,183,3.94
2,due,1723,0.76,38,169,3.64
3,in,63734,28.11,565,183,2.33
4,this,15698,6.92,111,183,2.00
5,from,17683,7.80,81,183,1.38
6,but,7617,3.36,29,180,1.11
7,is,43330,19.11,157,183,1.04
8,by,22814,10.06,81,183,1.01
9,the,223522,98.59,753,183,0.93
10,was,9850,4.34,33,180,0.93
11,is,43330,19.11,123,183,0.69
12,not,9955,4.39,27,183,0.62
13,it,16846,7.43,45,183,0.60
14,be,21886,9.65,54,183,0.48
15,are,19187,8.46,47,183,0.47
16,to,49379,21.78,120,183,0.46
17,this,15698,6.92,38,183,0.46
18,for,20884,9.21,48,182,0.38
19,the,223522,98.59,477,183,0.27
20,for,20884,9.21,41,182,0.15
21,it,16846,7.43,33,183,0.15
22,are,19187,8.46,37,183,0.13
23,with,18214,8.03,34,183,0.08
24,be,21886,9.65,40,183,0.05
25,a,61671,27.20,108,183,-0.01
26,in,63734,28.11,111,183,-0.02
27,and,67550,29.80,113,183,-0.08
28,that,23771,10.49,37,183,-0.18
29,by,22814,10.06,35,183,-0.20
30,to,49379,21.78,75,183,-0.22
31,of,128834,56.83,155,183,-0.55
32,of,128834,56.83,144,183,-0.66
33,a,61671,27.20,54,183,-1.01
34,and,67550,29.80,34,183,-1.81
