No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,14254,5.64,174,199,2.95
2,this,9249,3.66,91,199,2.64
3,in,39443,15.62,220,210,1.82
4,may,3695,1.46,16,189,1.45
5,is,17265,6.84,71,209,1.38
6,not,5643,2.23,20,199,1.16
7,not,5643,2.23,19,199,1.09
8,but,5356,2.12,18,197,1.09
9,i,8459,3.35,27,197,1.01
10,from,11141,4.41,35,201,0.99
11,be,11463,4.54,34,205,0.91
12,is,17265,6.84,51,209,0.90
13,a,27582,10.92,75,209,0.78
14,which,14359,5.68,39,203,0.78
15,was,8935,3.54,21,196,0.57
16,by,17151,6.79,39,209,0.52
17,it,12991,5.14,29,204,0.50
18,be,11463,4.54,25,205,0.46
19,it,12991,5.14,28,204,0.44
20,the,149593,59.23,303,210,0.36
21,i,8459,3.35,17,197,0.34
22,to,32915,13.03,63,209,0.27
23,by,17151,6.79,32,209,0.24
24,as,12677,5.02,23,207,0.20
25,of,88046,34.86,154,210,0.14
26,this,9249,3.66,16,199,0.13
27,to,32915,13.03,56,209,0.10
28,in,39443,15.62,62,210,-0.01
29,a,27582,10.92,43,209,-0.02
30,that,14254,5.64,22,199,-0.04
31,the,149593,59.23,230,210,-0.04
32,and,38157,15.11,57,210,-0.08
33,as,12677,5.02,18,207,-0.16
34,with,12126,4.80,17,208,-0.18
35,from,11141,4.41,15,201,-0.23
36,of,88046,34.86,76,210,-0.88
37,and,38157,15.11,17,210,-1.83
