No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,16716,4.36,96,291,2.46
2,this,10282,2.68,54,289,2.33
3,in,40139,10.47,167,314,2.00
4,is,19473,5.08,75,306,1.88
5,is,19473,5.08,58,306,1.51
6,which,15690,4.09,43,290,1.39
7,but,6309,1.65,17,286,1.37
8,it,15826,4.13,39,290,1.24
9,a,34532,9.01,71,312,0.98
10,i,10787,2.81,20,293,0.83
11,to,38519,10.05,66,312,0.72
12,by,16621,4.34,25,311,0.53
13,be,15303,3.99,22,295,0.46
14,by,16621,4.34,22,311,0.34
15,that,16716,4.36,22,291,0.33
16,as,13129,3.43,17,298,0.31
17,the,167800,43.78,216,314,0.30
18,in,40139,10.47,48,314,0.20
19,a,34532,9.01,36,312,-0.00
20,of,97197,25.36,99,314,-0.04
21,the,167800,43.78,162,314,-0.11
22,to,38519,10.05,29,312,-0.47
23,and,44741,11.67,31,313,-0.59
24,of,97197,25.36,62,314,-0.71
25,and,44741,11.67,23,313,-1.02
