No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,interesting,272,0.09,21,107,5.86
2,that,19539,6.49,163,259,2.65
3,this,11663,3.87,82,256,2.40
4,in,47474,15.77,238,276,1.92
5,is,22999,7.64,99,273,1.70
6,is,22999,7.64,74,273,1.28
7,but,7122,2.37,21,253,1.15
8,it,18286,6.08,52,258,1.10
9,have,8083,2.69,20,254,0.90
10,not,7893,2.62,19,252,0.86
11,i,11409,3.79,27,262,0.83
12,a,37941,12.61,88,275,0.80
13,by,18094,6.01,39,276,0.70
14,which,18612,6.18,40,260,0.69
15,to,42741,14.20,80,276,0.49
16,are,10204,3.39,19,269,0.49
17,from,12869,4.28,23,262,0.43
18,be,16958,5.63,30,266,0.41
19,by,18094,6.01,30,276,0.32
20,it,18286,6.08,30,258,0.30
21,the,190622,63.33,310,277,0.29
22,that,19539,6.49,30,259,0.21
23,as,15597,5.18,23,263,0.15
24,in,47474,15.77,68,276,0.11
25,a,37941,12.61,52,275,0.04
26,be,16958,5.63,22,266,-0.03
27,which,18612,6.18,23,260,-0.10
28,as,15597,5.18,19,263,-0.13
29,the,190622,63.33,226,277,-0.16
30,of,108270,35.97,122,277,-0.24
31,to,42741,14.20,46,276,-0.30
32,and,48794,16.21,52,276,-0.32
33,of,108270,35.97,84,277,-0.78
34,and,48794,16.21,27,276,-1.26
