No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,owing,723,0.34,38,169,4.79
2,due,1935,0.92,80,230,4.44
3,that,33965,16.15,1202,246,4.22
4,view,1789,0.85,54,217,3.99
5,this,23412,11.13,159,245,1.84
6,they,6436,3.06,40,235,1.71
7,in,102834,48.89,620,246,1.66
8,by,32374,15.39,189,246,1.62
9,is,60591,28.81,286,246,1.31
10,no,8915,4.24,41,244,1.27
11,has,9835,4.68,45,245,1.27
12,it,25290,12.02,98,245,1.03
13,the,366998,174.49,1344,247,0.95
14,from,25310,12.03,89,246,0.89
15,to,73128,34.77,251,246,0.85
16,is,60591,28.81,185,246,0.68
17,not,12897,6.13,39,244,0.67
18,be,26626,12.66,72,246,0.51
19,was,15766,7.50,40,242,0.42
20,for,23720,11.28,60,246,0.41
21,which,23833,11.33,59,245,0.38
22,was,15766,7.50,39,242,0.38
23,it,25290,12.02,56,245,0.22
24,the,366998,174.49,800,247,0.20
25,are,28325,13.47,61,245,0.18
26,this,23412,11.13,48,245,0.11
27,in,102834,48.89,204,246,0.06
28,with,28173,13.39,55,246,0.04
29,be,26626,12.66,50,246,-0.02
30,and,102038,48.51,189,247,-0.04
31,as,28210,13.41,52,246,-0.05
32,a,84082,39.98,141,246,-0.18
33,a,84082,39.98,131,246,-0.29
34,are,28325,13.47,42,245,-0.36
35,of,209094,99.41,289,247,-0.46
36,of,209094,99.41,282,247,-0.50
37,to,73128,34.77,86,246,-0.69
38,and,102038,48.51,72,247,-1.43
