No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,owing,644,0.36,51,141,5.14
2,matter,625,0.35,48,139,5.10
3,that,28215,15.81,989,190,3.97
4,due,2251,1.26,75,179,3.89
5,they,4776,2.68,42,188,1.97
6,this,18806,10.54,159,190,1.92
7,all,4768,2.67,37,189,1.79
8,in,79290,44.42,579,190,1.70
9,there,5777,3.24,41,188,1.66
10,by,24405,13.67,146,190,1.42
11,only,4882,2.74,29,190,1.41
12,is,49994,28.01,233,190,1.06
13,to,58649,32.86,260,190,0.98
14,has,7577,4.24,33,189,0.96
15,it,21670,12.14,92,190,0.92
16,are,21572,12.09,91,189,0.91
17,the,289645,162.27,1135,190,0.81
18,from,18946,10.61,73,190,0.78
19,as,24170,13.54,93,190,0.78
20,not,10920,6.12,42,190,0.78
21,was,13200,7.39,48,187,0.70
22,have,9622,5.39,34,189,0.66
23,is,49994,28.01,174,190,0.64
24,we,10210,5.72,35,183,0.61
25,be,24004,13.45,77,190,0.52
26,it,21670,12.14,64,190,0.40
27,the,289645,162.27,816,190,0.33
28,with,19812,11.10,54,189,0.28
29,which,19929,11.16,54,189,0.27
30,are,21572,12.09,53,189,0.13
31,was,13200,7.39,32,187,0.11
32,a,67293,37.70,159,190,0.08
33,for,19305,10.82,44,190,0.02
34,in,79290,44.42,180,190,0.02
35,and,70911,39.73,159,190,0.00
36,this,18806,10.54,41,190,-0.04
37,with,19812,11.10,43,189,-0.05
38,be,24004,13.45,52,190,-0.05
39,for,19305,10.82,41,190,-0.08
40,a,67293,37.70,114,190,-0.40
41,to,58649,32.86,92,190,-0.51
42,of,155479,87.10,238,190,-0.55
43,of,155479,87.10,231,190,-0.59
44,by,24405,13.67,34,190,-0.69
45,on,21797,12.21,30,190,-0.70
46,as,24170,13.54,33,190,-0.71
47,and,70911,39.73,43,190,-1.89
