https://example.com/collocation-analysis
There are 2579734 different words in your collocation database for "fact". (Your query returned 6396 matches in 165 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	matter	521	0.28	42	113	5.21
2	attention	259	0.14	19	90	5.07
3	owing	565	0.31	39	123	4.98
4	that	24020	13.09	804	165	3.94
5	due	1860	1.01	61	155	3.91
6	lies	742	0.40	18	117	3.48
7	view	1081	0.59	20	139	3.09
8	point	2367	1.29	21	158	2.02
9	they	3970	2.16	33	163	1.93
10	this	16009	8.73	132	165	1.92
11	shown	2310	1.26	18	160	1.84
12	in	67156	36.60	509	165	1.80
13	some	3458	1.88	25	164	1.73
14	all	4029	2.20	27	164	1.62
15	there	5037	2.75	33	163	1.59
16	only	4180	2.28	23	165	1.34
17	by	20962	11.42	113	165	1.31
18	is	44301	24.14	204	165	1.08
19	it	18598	10.14	83	165	1.03
20	no	5254	2.86	23	163	1.01
21	when	4591	2.50	20	162	1.00
22	to	49603	27.03	207	165	0.94
23	are	18304	9.98	73	164	0.87
24	very	4532	2.47	18	161	0.87
25	has	6587	3.59	26	164	0.86
26	not	9286	5.06	36	165	0.83
27	was	10062	5.48	38	162	0.79
28	from	16077	8.76	60	165	0.78
29	as	20525	11.19	76	165	0.76
30	the	248811	135.61	921	165	0.76
31	is	44301	24.14	156	165	0.69
32	may	6053	3.30	21	164	0.67
33	have	7890	4.30	27	164	0.65
34	we	8711	4.75	29	159	0.61
35	been	6124	3.34	20	163	0.58
36	but	8164	4.45	25	165	0.49
37	be	20072	10.94	59	165	0.43
38	it	18598	10.14	53	165	0.39
39	the	248811	135.61	698	165	0.36
40	not	9286	5.06	26	165	0.36
41	we	8711	4.75	24	159	0.34
42	these	6852	3.73	18	163	0.27
43	which	17089	9.31	44	164	0.24
44	for	16174	8.82	41	164	0.22
45	are	18304	9.98	46	164	0.21
46	was	10062	5.48	25	162	0.19
47	with	16951	9.24	41	164	0.15
48	for	16174	8.82	38	164	0.11
49	a	59135	32.23	136	165	0.08
50	in	67156	36.60	154	165	0.07
51	be	20072	10.94	46	165	0.07
52	and	61604	33.58	136	165	0.02
53	this	16009	8.73	35	165	0.00
54	with	16951	9.24	28	164	-0.40
55	a	59135	32.23	96	165	-0.43
56	of	133338	72.67	211	165	-0.46
57	to	49603	27.03	78	165	-0.47
58	of	133338	72.67	202	165	-0.53
59	as	20525	11.19	30	165	-0.58
60	by	20962	11.42	30	165	-0.61
61	on	18448	10.05	26	165	-0.63
62	from	16077	8.76	22	165	-0.67
63	on	18448	10.05	19	165	-1.08
64	and	61604	33.58	34	165	-1.98
