https://example.com/collocation-analysis
There are 2038705 different words in your collocation database for "fact". (Your query returned 4032 matches in 124 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	owing	387	0.18	28	81	5.29
2	due	1214	0.56	45	117	4.33
3	that	18204	8.39	560	123	4.06
4	view	927	0.43	17	106	3.31
5	they	3874	1.79	31	120	2.12
6	in	52164	24.05	369	124	1.94
7	this	12751	5.88	82	124	1.80
8	all	3508	1.62	20	122	1.63
9	is	34643	15.97	174	124	1.45
10	if	2953	1.36	14	121	1.36
11	by	16865	7.78	78	124	1.33
12	it	14123	6.51	62	123	1.25
13	there	4013	1.85	17	122	1.20
14	only	3613	1.67	15	122	1.17
15	the	193740	89.33	641	124	0.84
16	to	37090	17.10	121	124	0.82
17	not	7084	3.27	21	123	0.68
18	be	15751	7.26	46	124	0.66
19	it	14123	6.51	40	123	0.62
20	was	7771	3.58	22	120	0.62
21	not	7084	3.27	20	123	0.61
22	these	5408	2.49	15	123	0.59
23	are	16028	7.39	43	124	0.54
24	been	5239	2.42	14	122	0.53
25	is	34643	15.97	92	124	0.53
26	from	13381	6.17	35	123	0.50
27	but	5971	2.75	14	122	0.35
28	the	193740	89.33	445	124	0.32
29	be	15751	7.26	31	124	0.09
30	which	12990	5.99	25	123	0.06
31	are	16028	7.39	30	124	0.02
32	on	13688	6.31	25	124	-0.01
33	in	52164	24.05	90	124	-0.10
34	as	14444	6.66	24	124	-0.15
35	for	13966	6.44	23	124	-0.16
36	and	53710	24.76	87	124	-0.19
37	a	44816	20.66	71	124	-0.22
38	for	13966	6.44	21	124	-0.29
39	to	37090	17.10	55	124	-0.31
40	that	18204	8.39	26	123	-0.37
41	of	109036	50.27	154	124	-0.38
42	with	14564	6.72	19	123	-0.50
43	from	13381	6.17	17	123	-0.54
44	a	44816	20.66	56	124	-0.56
45	as	14444	6.66	17	124	-0.65
46	of	109036	50.27	121	124	-0.73
47	this	12751	5.88	14	124	-0.75
48	with	14564	6.72	15	123	-0.84
49	and	53710	24.76	30	124	-1.72
