https://example.com/collocation-analysis
There are 4275307 different words in your collocation database for "fact". (Your query returned 8442 matches in 268 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	attention	566	0.27	36	152	5.05
2	matter	1670	0.80	62	166	4.28
3	due	2830	1.35	82	232	3.92
4	that	40785	19.53	1084	266	3.79
5	this	25315	12.12	179	266	1.88
6	in	103998	49.79	673	267	1.76
7	they	6957	3.33	40	264	1.59
8	there	8081	3.87	45	260	1.54
9	by	36079	17.27	189	267	1.45
10	is	66942	32.05	293	267	1.19
11	we	15780	7.56	69	248	1.19
12	when	8722	4.18	35	262	1.07
13	no	9286	4.45	37	261	1.06
14	it	31928	15.29	114	266	0.90
15	from	25540	12.23	86	266	0.81
16	to	84940	40.67	281	267	0.79
17	the	421976	202.04	1360	267	0.75
18	have	15076	7.22	48	266	0.73
19	is	66942	32.05	212	267	0.73
20	not	15823	7.58	49	265	0.69
21	as	36482	17.47	86	266	0.30
22	be	33727	16.15	78	266	0.27
23	it	31928	15.29	71	266	0.22
24	be	33727	16.15	75	266	0.22
25	but	14534	6.96	32	266	0.20
26	the	421976	202.04	919	267	0.19
27	are	27154	13.00	59	265	0.18
28	in	103998	49.79	215	267	0.11
29	as	36482	17.47	75	266	0.10
30	not	15823	7.58	32	265	0.08
31	by	36079	17.27	69	267	-0.00
32	a	94390	45.19	180	267	-0.01
33	was	23118	11.07	44	264	-0.01
34	with	30737	14.72	58	266	-0.02
35	which	32001	15.32	58	266	-0.08
36	at	24622	11.79	43	265	-0.13
37	for	21202	10.15	37	267	-0.13
38	are	27154	13.00	47	265	-0.15
39	with	30737	14.72	52	266	-0.18
40	and	102108	48.89	172	268	-0.19
41	this	25315	12.12	41	266	-0.24
42	of	235353	112.69	379	268	-0.25
43	to	84940	40.67	122	267	-0.42
44	a	94390	45.19	129	267	-0.49
45	of	235353	112.69	317	268	-0.51
46	that	40785	19.53	33	266	-1.24
47	and	102108	48.89	45	268	-2.12
