https://example.com/collocation-analysis
There are 1066007 different words in your collocation database for "fact". (Your query returned 1116 matches in 301 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	curious	118	0.03	13	71	6.68
2	singular	75	0.02	7	37	6.44
3	general	769	0.21	9	165	3.45
4	this	7386	1.98	41	282	2.37
5	that	11207	3.01	56	278	2.22
6	in	24382	6.54	94	295	1.84
7	is	13005	3.49	41	288	1.55
8	i	7142	1.92	19	284	1.31
9	but	3929	1.05	10	286	1.25
10	it	11054	2.97	24	279	1.02
11	is	13005	3.49	28	288	1.00
12	we	3271	0.88	7	196	1.00
13	which	10296	2.76	21	283	0.93
14	by	11144	2.99	21	295	0.81
15	a	22181	5.95	41	300	0.78
16	an	3837	1.03	7	276	0.77
17	from	7346	1.97	12	286	0.61
18	be	10211	2.74	16	283	0.55
19	this	7386	1.98	11	282	0.47
20	a	22181	5.95	33	300	0.47
21	the	100036	26.84	145	299	0.43
22	was	7218	1.94	10	272	0.37
23	as	8013	2.15	10	281	0.22
24	as	8013	2.15	10	281	0.22
25	of	62890	16.87	76	296	0.17
26	in	24382	6.54	29	295	0.15
27	it	11054	2.97	13	279	0.13
28	be	10211	2.74	12	283	0.13
29	which	10296	2.76	12	283	0.12
30	that	11207	3.01	13	278	0.11
31	and	26481	7.10	30	298	0.08
32	the	100036	26.84	104	299	-0.05
33	by	11144	2.99	11	295	-0.12
34	was	7218	1.94	7	272	-0.15
35	from	7346	1.97	7	286	-0.17
36	with	7370	1.98	7	283	-0.18
37	to	24188	6.49	22	288	-0.24
38	to	24188	6.49	21	288	-0.31
39	of	62890	16.87	48	296	-0.49
40	and	26481	7.10	18	298	-0.66
