No.,Word,Total no. in whole corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,8,0.01,4,8,9.03
2,overlook,6,0.01,3,4,9.03
3,review,13,0.01,3,9,7.91
4,adduced,16,0.02,3,8,7.61
5,significant,16,0.02,3,10,7.61
6,Woe,19,0.02,3,12,7.36
7,interpretation,57,0.05,8,27,7.19
8,interchange,15,0.01,2,7,7.12
9,enhanced,16,0.02,2,7,7.03
10,confirms,16,0.02,2,11,7.03
11,revealed,25,0.02,3,12,6.97
12,proving,17,0.02,2,13,6.94
13,consistent,44,0.04,5,22,6.89
14,accord,30,0.03,3,20,6.70
15,confirmed,67,0.06,6,33,6.54
16,certainty,56,0.05,5,36,6.54
17,aware,46,0.04,4,21,6.50
18,Nevertheless,35,0.03,3,7,6.48
19,explain,101,0.10,8,40,6.37
20,prof,39,0.04,3,0,6.32
