No.,Word,Total no. in whole corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,negatived,3,0.00,2,3,9.87
2,propriety,11,0.01,4,9,9.00
3,evidenced,7,0.00,2,6,8.65
4,undoubted,10,0.01,2,8,8.14
5,—that,17,0.01,3,6,7.96
6,inconsistent,13,0.01,2,8,7.76
7,investigate,16,0.01,2,11,7.46
8,accounted,25,0.02,3,21,7.40
9,attending,25,0.02,3,15,7.40
10,curious,77,0.05,8,30,7.19
11,anatomical,40,0.03,4,12,7.14
12,revealed,25,0.02,2,14,6.82
13,interesting,155,0.11,12,66,6.77
14,experimentally,29,0.02,2,13,6.60
15,improbable,32,0.02,2,15,6.46
16,illustration,53,0.04,3,16,6.32
17,explain,72,0.05,4,37,6.29
18,well-known,55,0.04,3,31,6.26
19,certainty,74,0.05,4,25,6.25
20,demonstrated,37,0.03,2,14,6.25
