No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,13,0.02,5,12,8.23
2,recorded,60,0.08,15,14,7.61
3,certainty,40,0.05,6,21,6.87
4,foregoing,86,0.11,7,23,5.99
5,interesting,133,0.17,8,47,5.55
6,remarkable,236,0.30,8,50,4.72
7,known,246,0.32,7,56,4.47
8,important,219,0.28,6,60,4.42
9,observed,726,0.93,16,75,4.10
10,mentioned,276,0.35,6,44,4.08
