No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8095,1.16,72,270,3.96
2,have,10869,1.56,38,279,2.61
3,which,25206,3.61,51,283,1.82
4,from,18149,2.60,36,283,1.79
5,that,26157,3.75,45,282,1.59
6,i,12308,1.76,21,273,1.57
7,are,16072,2.30,22,280,1.26
8,to,58867,8.43,78,286,1.21
9,with,21011,3.01,21,285,0.80
10,the,274657,39.34,247,288,0.65
11,be,24760,3.55,22,283,0.63
12,by,26152,3.75,21,287,0.49
13,by,26152,3.75,21,287,0.49
14,in,70749,10.13,51,287,0.33
15,to,58867,8.43,42,286,0.32
16,of,170852,24.47,107,288,0.13
17,and,71219,10.20,33,288,-0.31
18,the,274657,39.34,126,288,-0.32
19,and,71219,10.20,29,288,-0.49
20,a,55973,8.02,21,285,-0.61
21,of,170852,24.47,63,288,-0.64
22,in,70749,10.13,21,287,-0.95
