No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,90,0.02,14,31,7.24
2,stated,418,0.11,18,110,5.39
3,connected,487,0.13,14,97,4.80
4,these,5372,1.38,64,193,3.53
5,appears,965,0.25,11,157,3.47
6,many,1056,0.27,12,153,3.46
7,some,2437,0.63,21,192,3.06
8,observed,1348,0.35,11,146,2.99
9,now,1849,0.48,11,184,2.53
10,i,9649,2.48,48,207,2.27
11,have,7229,1.86,33,201,2.15
12,all,2996,0.77,13,188,2.07
13,from,11055,2.85,42,208,1.88
14,which,16129,4.15,58,211,1.80
15,are,8555,2.20,23,214,1.38
16,that,16571,4.27,43,205,1.33
17,with,12758,3.29,32,220,1.28
18,with,12758,3.29,29,220,1.14
19,but,5956,1.53,13,203,1.08
20,be,13640,3.51,29,218,1.05
21,to,36060,9.29,69,222,0.89
22,in,42388,10.92,80,221,0.87
23,it,15072,3.88,28,211,0.85
24,are,8555,2.20,15,214,0.77
25,or,8235,2.12,14,213,0.72
26,this,10376,2.67,17,205,0.67
27,the,160019,41.21,260,222,0.66
28,by,17209,4.43,22,222,0.31
29,as,13863,3.57,17,217,0.25
30,of,93505,24.08,114,222,0.24
31,by,17209,4.43,19,222,0.10
32,and,40584,10.45,43,222,0.04
33,to,36060,9.29,38,222,0.03
34,on,11616,2.99,12,220,0.00
35,as,13863,3.57,14,217,-0.03
36,that,16571,4.27,14,205,-0.29
37,the,160019,41.21,127,222,-0.38
38,a,30618,7.89,22,221,-0.52
39,is,19349,4.98,13,221,-0.62
40,in,42388,10.92,28,221,-0.64
41,and,40584,10.45,24,222,-0.80
42,a,30618,7.89,17,221,-0.89
43,of,93505,24.08,48,222,-1.00
