No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,10,19,9.10
2,certainty,49,0.01,9,30,7.98
3,curious,135,0.02,9,78,6.52
4,respecting,155,0.03,9,83,6.32
5,stated,298,0.05,10,108,5.53
6,new,498,0.09,11,147,4.93
7,many,675,0.12,10,189,4.35
8,following,1051,0.19,13,225,4.09
9,these,3437,0.62,40,276,4.00
10,some,2013,0.37,16,267,3.45
11,have,5510,1.00,29,295,2.86
12,from,9433,1.71,34,310,2.31
13,i,8770,1.59,29,294,2.19
14,which,11396,2.07,34,299,2.04
15,been,3700,0.67,11,292,2.03
16,may,3377,0.61,10,278,2.03
17,are,5806,1.06,16,299,1.92
18,or,5935,1.08,13,285,1.59
19,that,13268,2.41,27,298,1.49
20,not,5249,0.95,9,288,1.24
21,be,11489,2.09,18,304,1.11
22,to,30203,5.49,36,317,0.71
23,as,9493,1.73,11,303,0.67
24,the,126786,23.04,143,321,0.63
25,with,9756,1.77,11,312,0.63
26,this,8175,1.49,9,299,0.60
27,i,8770,1.59,9,294,0.50
28,by,13093,2.38,13,318,0.45
29,of,76412,13.89,73,321,0.39
30,in,30632,5.57,28,320,0.33
31,by,13093,2.38,11,318,0.21
32,to,30203,5.49,23,317,0.07
33,and,34933,6.35,25,321,-0.02
34,that,13268,2.41,9,298,-0.10
35,a,25446,4.62,14,318,-0.40
36,the,126786,23.04,68,321,-0.44
37,of,76412,13.89,37,321,-0.59
38,and,34933,6.35,16,321,-0.67
