No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,703,0.37,56,136,6.26
2,that,31766,16.52,1000,226,4.92
3,in,86466,44.96,446,229,2.31
4,this,20353,10.58,95,226,2.17
5,by,28382,14.76,130,226,2.14
6,from,20241,10.53,73,228,1.79
7,to,65944,34.29,220,229,1.68
8,it,23503,12.22,77,225,1.66
9,the,320366,166.59,1038,228,1.64
10,which,23344,12.14,53,227,1.13
11,the,320366,166.59,583,228,0.81
12,is,50767,26.40,78,227,0.56
13,with,23357,12.15,35,227,0.53
14,for,22230,11.56,33,227,0.51
15,is,50767,26.40,65,227,0.30
16,in,86466,44.96,109,229,0.28
17,a,78655,40.90,84,229,0.04
18,a,78655,40.90,69,229,-0.25
19,of,176808,91.94,148,229,-0.31
20,and,80917,42.08,64,229,-0.39
21,to,65944,34.29,33,229,-1.06
22,of,176808,91.94,34,229,-2.44
