No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,457,0.23,32,137,6.10
2,that,28895,14.79,1024,202,5.11
3,they,5705,2.92,33,192,2.50
4,by,26820,13.73,149,202,2.44
5,in,86438,44.25,460,202,2.38
6,this,19934,10.21,80,202,1.97
7,it,22183,11.36,76,202,1.74
8,from,21592,11.05,72,202,1.70
9,the,313923,160.71,1026,203,1.67
10,to,61044,31.25,170,202,1.44
11,which,21400,10.96,46,202,1.07
12,for,18543,9.49,37,202,0.96
13,is,52448,26.85,101,202,0.91
14,the,313923,160.71,496,203,0.63
15,with,23449,12.00,37,202,0.62
16,in,86438,44.25,118,202,0.41
17,is,52448,26.85,61,202,0.18
18,and,85122,43.58,88,203,0.01
19,of,175642,89.92,158,203,-0.19
20,a,71353,36.53,64,202,-0.19
21,a,71353,36.53,64,202,-0.19
22,of,175642,89.92,56,203,-1.68
