No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,25173,10.26,338,268,4.04
2,in,73026,29.77,556,277,3.22
3,this,16850,6.87,85,267,2.63
4,from,19016,7.75,67,276,2.11
5,is,42833,17.46,102,270,1.55
6,by,27390,11.17,56,276,1.33
7,for,15327,6.25,30,274,1.26
8,it,23033,9.39,45,269,1.26
9,is,42833,17.46,71,270,1.02
10,the,289642,118.09,441,277,0.90
11,be,23086,9.41,34,274,0.85
12,which,24942,10.17,30,272,0.56
13,the,289642,118.09,338,277,0.52
14,a,60167,24.53,55,276,0.16
15,to,57233,23.33,51,273,0.13
16,to,57233,23.33,50,273,0.10
17,in,73026,29.77,59,277,-0.01
18,a,60167,24.53,47,276,-0.06
19,and,76181,31.06,37,276,-0.75
20,of,175824,71.68,81,276,-0.82
21,of,175824,71.68,56,276,-1.36
