No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,17697,5.43,107,269,3.30
2,this,10607,3.25,50,266,2.94
3,in,43387,13.31,186,286,2.80
4,is,21217,6.51,54,283,2.05
5,is,21217,6.51,50,283,1.94
6,a,35362,10.85,63,285,1.54
7,which,17207,5.28,29,267,1.46
8,by,17114,5.25,21,286,1.00
9,the,177516,54.46,192,287,0.82
10,by,17114,5.25,18,286,0.78
11,to,39540,12.13,34,286,0.49
12,the,177516,54.46,128,287,0.23
13,a,35362,10.85,24,285,0.15
14,in,43387,13.31,29,286,0.12
15,and,46177,14.17,21,286,-0.43
16,of,101825,31.24,45,287,-0.47
17,of,101825,31.24,31,287,-1.01
