No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,28910,13.16,343,312,3.70
2,in,79918,36.38,699,318,3.26
3,this,17309,7.88,110,312,2.80
4,we,11262,5.13,37,283,1.85
5,is,41670,18.97,129,313,1.77
6,from,21155,9.63,63,316,1.71
7,which,27168,12.37,59,315,1.25
8,are,19462,8.86,42,310,1.25
9,is,41670,18.97,82,313,1.11
10,it,24310,11.07,46,312,1.06
11,by,29704,13.52,53,319,0.97
12,the,307384,139.93,492,319,0.81
13,be,26752,12.18,37,314,0.60
14,as,25488,11.60,35,314,0.59
15,the,307384,139.93,387,319,0.47
16,in,79918,36.38,87,318,0.26
17,to,64790,29.49,70,316,0.25
18,a,63879,29.08,65,316,0.16
19,a,63879,29.08,63,316,0.12
20,to,64790,29.49,59,316,0.00
21,of,193760,88.20,114,319,-0.63
22,and,81639,37.16,41,319,-0.86
23,of,193760,88.20,64,319,-1.46
