No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7342,1.58,42,242,3.73
2,in,24310,5.23,67,256,2.68
3,that,12039,2.59,27,239,2.38
4,i,7435,1.60,16,243,2.32
5,which,10950,2.36,17,240,1.85
6,is,13304,2.86,20,248,1.80
7,a,22082,4.75,25,258,1.40
8,it,11933,2.57,11,243,1.10
9,is,13304,2.86,11,248,0.94
10,the,97174,20.91,74,257,0.82
11,and,27381,5.89,14,256,0.25
12,to,24428,5.26,11,256,0.07
13,the,97174,20.91,42,257,0.01
14,in,24310,5.23,10,256,-0.07
15,of,63632,13.69,25,257,-0.13
16,of,63632,13.69,11,257,-1.32
