No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,1779,0.91,80,208,5.45
2,that,47899,24.56,1339,311,4.77
3,they,7872,4.04,62,309,2.94
4,in,123050,63.10,720,312,2.51
5,this,30558,15.67,164,311,2.39
6,by,44555,22.85,186,313,2.03
7,we,19755,10.13,73,295,1.85
8,from,30283,15.53,110,312,1.82
9,it,36699,18.82,110,311,1.55
10,the,495857,254.26,1463,312,1.52
11,to,101782,52.19,241,312,1.21
12,which,36217,18.57,67,311,0.85
13,is,77684,39.83,137,312,0.78
14,is,77684,39.83,127,312,0.67
15,the,495857,254.26,782,312,0.62
16,in,123050,63.10,148,312,0.23
17,a,115787,59.37,113,313,-0.07
18,a,115787,59.37,111,313,-0.10
19,of,281662,144.43,242,313,-0.26
20,and,119276,61.16,94,313,-0.38
21,to,101782,52.19,61,312,-0.78
22,of,281662,144.43,93,313,-1.64
