No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,396,0.20,27,120,6.08
2,that,24878,12.50,847,180,5.08
3,they,4674,2.35,28,170,2.58
4,in,73576,36.96,403,180,2.45
5,by,23112,11.61,116,180,2.32
6,this,17185,8.63,67,180,1.96
7,it,18569,9.33,67,180,1.84
8,from,18599,9.34,66,180,1.82
9,the,267719,134.47,850,181,1.66
10,to,52134,26.19,136,180,1.38
11,which,18542,9.31,41,180,1.14
12,is,45882,23.05,92,180,1.00
13,for,16639,8.36,28,180,0.74
14,the,267719,134.47,438,181,0.70
15,is,45882,23.05,56,180,0.28
16,in,73576,36.96,88,180,0.25
17,and,72190,36.26,73,181,0.01
18,of,150288,75.49,136,181,-0.15
19,a,62461,31.37,55,180,-0.19
20,a,62461,31.37,53,180,-0.24
21,of,150288,75.49,43,181,-1.81
