No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,30419,14.54,707,263,4.60
2,this,22419,10.71,146,270,2.77
3,in,82035,39.20,453,272,2.53
4,by,26406,12.62,121,270,2.26
5,from,19446,9.29,85,270,2.19
6,the,332568,158.93,819,272,1.37
7,it,23965,11.45,53,268,1.21
8,to,65938,31.51,131,271,1.06
9,which,24042,11.49,42,271,0.87
10,is,53299,25.47,89,271,0.80
11,is,53299,25.47,86,271,0.76
12,are,23430,11.20,33,268,0.56
13,in,82035,39.20,115,272,0.55
14,a,65746,31.42,87,271,0.47
15,the,332568,158.93,430,272,0.44
16,with,25330,12.10,32,267,0.40
17,a,65746,31.42,66,271,0.07
18,to,65938,31.51,51,271,-0.31
19,of,179724,85.89,118,272,-0.54
20,and,86097,41.14,55,271,-0.58
21,of,179724,85.89,93,272,-0.89
