No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15642,6.06,155,199,3.68
2,this,9669,3.74,77,200,3.36
3,in,41078,15.91,177,214,2.48
4,from,10987,4.25,28,201,1.72
5,is,17826,6.90,42,213,1.61
6,a,29268,11.33,63,213,1.47
7,i,8763,3.39,18,198,1.41
8,is,17826,6.90,36,213,1.38
9,which,14970,5.80,28,205,1.27
10,by,17672,6.84,30,213,1.13
11,the,154417,59.80,226,214,0.92
12,it,14074,5.45,20,206,0.88
13,be,12917,5.00,18,209,0.85
14,that,15642,6.06,16,199,0.40
15,a,29268,11.33,29,213,0.36
16,in,41078,15.91,40,214,0.33
17,the,154417,59.80,132,214,0.14
18,by,17672,6.84,15,213,0.13
19,to,34867,13.50,25,213,-0.11
20,and,38761,15.01,23,214,-0.38
21,of,89637,34.71,50,214,-0.47
22,to,34867,13.50,16,213,-0.76
23,of,89637,34.71,29,214,-1.26
