No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,644,0.35,47,137,6.08
2,that,31920,17.19,1019,230,4.89
3,they,5806,3.13,32,224,2.36
4,in,86701,46.69,459,233,2.30
5,this,20235,10.90,106,231,2.28
6,by,27607,14.87,137,230,2.20
7,from,20363,10.97,79,233,1.85
8,the,314983,169.61,1057,232,1.64
9,it,23463,12.63,77,229,1.61
10,to,64712,34.85,211,233,1.60
11,which,23109,12.44,57,231,1.20
12,the,314983,169.61,592,232,0.80
13,is,50606,27.25,88,231,0.69
14,this,20235,10.90,34,231,0.64
15,with,22822,12.29,37,231,0.59
16,is,50606,27.25,72,231,0.40
17,in,86701,46.69,112,233,0.26
18,a,77503,41.73,86,233,0.04
19,and,80624,43.41,70,233,-0.31
20,a,77503,41.73,67,233,-0.32
21,of,174843,94.15,142,233,-0.41
22,to,64712,34.85,35,233,-0.99
23,of,174843,94.15,37,233,-2.35
